116.35448045,39.92622379
116.35765618,39.9272111
116.35671204,39.92846167
116.35482377,39.93017294
116.35808534,39.93109438
116.35808534,39.93405605
116.35679788,39.93418768
116.35508126,39.93458256
116.35430879,39.93491163
116.35448045,39.93793895
116.35327882,39.93853123
116.3549096,39.94307192
116.35456628,39.94392738
116.3549096,39.94636209
116.35516709,39.9490599
116.35353631,39.95616584
116.35448045,39.95504737
116.35405129,39.95419205
116.35731286,39.95616584
116.35739869,39.95432363
116.35920113,39.95340251
116.35696954,39.95123124
116.35722703,39.9491915
116.35731286,39.9468885
116.35259217,39.94419059
116.352678,39.94096613
116.35370797,39.93471419
116.35293549,39.95892906
116.35413712,39.96215268
116.35739869,39.96228425
116.35593957,39.96031063
116.35628289,39.95596847
116.35671204,39.95333672
116.35765618,39.95024428
116.35516709,39.92194528
116.35516709,39.92082625
116.35533875,39.91806149
116.35533875,39.91602076
116.35430879,39.91417747
116.35542458,39.90923984
116.3593728,39.90871314
116.35791367,39.9113466
116.35791367,39.91457246
116.35782784,39.91667906
116.35791367,39.92056294
116.35868615,39.92253771
116.36108941,39.92280101
116.3591153,39.92003633
116.3593728,39.91378247
116.36040276,39.90930568
116.35224885,39.90877898
116.35465211,39.91147827
116.35456628,39.91529661
116.35405129,39.91806149
116.35362214,39.9209579
116.3518197,39.92240606
116.35362214,39.92523647
